,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
9070,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,63.0,25.0,6.9,11.0,Microvision,E10+
2366,Monster 4X4: World Circuit,Wii,2006.0,Racing,Ubisoft,0.8,0.0,0.01,0.07,51.0,11.0,7.8,17.0,Ubisoft,E
6890,Dreamcast Collection,X360,2011.0,Misc,Sega,0.16,0.06,0.0,0.02,53.0,31.0,5.2,10.0,Sega,T
4128,Fantavision,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,72.0,18.0,6.3,9.0,SCEJ,E
7107,NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,62.0,22.0,5.9,8.0,SCEA,E
1599,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,52.0,37.0,6.2,106.0,Core Design Ltd.,T
11491,Big Mutha Truckers,GC,2003.0,Racing,Empire Interactive,0.06,0.02,0.0,0.0,63.0,5.0,8.2,6.0,Eutechnyx,T
12118,Eagle Flight,PS4,2016.0,Adventure,Ubisoft,0.01,0.05,0.0,0.01,72.0,31.0,7.8,22.0,"Ubisoft, FunHouse",E10+
817,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,89.0,66.0,8.9,443.0,Kojima Productions,T
3679,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,75.0,69.0,8.3,343.0,Sanzaru Games,E10+
4754,Minority Report: Everybody Runs,PS2,2002.0,Action,Activision,0.2,0.15,0.0,0.05,50.0,26.0,5,14.0,Treyarch,T
7683,Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,59.0,28.0,8,10.0,"Sega, Tom Create",T
14787,Max Payne,GBA,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,78.0,33.0,7.8,13.0,Mobius Entertainment,M
4147,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,90.0,59.0,8.8,328.0,SCE Japan Studio,T
4705,Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.0,0.03,63.0,8.0,4.8,4.0,Rainbow Studios,E
12335,Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,45.0,38.0,6.9,11.0,High Voltage Software,T
2299,Homefront,PS3,2011.0,Shooter,THQ,0.32,0.39,0.04,0.15,70.0,60.0,5.7,174.0,Kaos Studios,M
611,Art Academy,DS,2010.0,Misc,Nintendo,0.26,1.65,0.33,0.28,75.0,15.0,8,5.0,Headstrong Games,E
11398,Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,69.0,34.0,6.9,400.0,Gearbox Software,T
3804,Juiced,PS2,2005.0,Racing,THQ,0.26,0.2,0.0,0.07,68.0,36.0,7.7,24.0,Juice Games,T
14234,Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,48.0,9.0,8.7,7.0,Natsume,T
6193,NES Remix,WiiU,2014.0,Action,Nintendo,0.17,0.0,0.08,0.02,71.0,34.0,7.1,133.0,Indies Zero,E
3208,Okami,PS2,2006.0,Action,Capcom,0.11,0.03,0.15,0.34,93.0,69.0,9.3,327.0,Clover Studio,T
7377,Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,63.0,4.0,5.8,5.0,Piranha Games,E
5612,FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,0.08,0.18,0.0,0.06,63.0,37.0,6.9,19.0,EA Canada,E
4807,Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08,51.0,24.0,5,7.0,Heavy Iron Studios,E
8099,The Chronicles of Narnia: Prince Caspian,X360,2008.0,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,56.0,24.0,7.5,13.0,Traveller's Tales,T
447,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,93.0,45.0,8,604.0,4J Studios,M
11575,RoadKill,XB,2003.0,Action,Midway Games,0.06,0.02,0.0,0.0,68.0,23.0,7.4,5.0,Terminal Reality,M
6112,Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.02,73.0,10.0,8.4,108.0,Sega,T
5504,Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.16,0.13,0.0,0.04,84.0,42.0,8.9,74.0,Nippon Ichi Software,T
2913,Infinite Undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,68.0,60.0,7,158.0,Tri-Ace,T
3351,The Golden Compass,DS,2007.0,Action,Sega,0.28,0.25,0.0,0.06,43.0,7.0,4.9,8.0,Artificial Mind and Movement,E10+
8645,Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.01,0.02,0.12,0.0,74.0,22.0,8.3,27.0,Noise Inc.,E10+
6387,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,78.0,20.0,7.9,7.0,Electronic Arts,T
5566,Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,44.0,30.0,5.6,23.0,Secret Level,M
11038,JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.06,0.02,0.0,0.01,45.0,5.0,4.5,8.0,Trickstar Games,T
7636,Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.11,0.06,0.0,0.03,66.0,17.0,6.1,12.0,Gaijin Entertainment,T
4653,Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,46.0,20.0,4.4,173.0,"Nintendo, Nd Cube",E
4625,BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,75.0,18.0,8.5,26.0,Terminal Reality,M
14245,Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,0.01,66.0,29.0,4.9,9.0,Milestone S.r.l,E
1126,ESPN NFL 2K5,XB,2004.0,Sports,Sega,1.54,0.02,0.0,0.07,92.0,42.0,9.1,93.0,Visual Concepts,E
15662,The Crew: Wild Run,PC,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,74.0,6.0,7.4,41.0,Ivory Tower,T
5267,LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,85.0,55.0,8.4,44.0,SCE Japan Studio,E
15022,Stake: Fortune Fighters,XB,2003.0,Fighting,Metro 3D,0.02,0.01,0.0,0.0,26.0,8.0,3.7,6.0,Gameness Art Software,T
8732,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,89.0,16.0,7.5,6.0,EA Sports,E
3032,Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,67.0,26.0,6.9,9.0,Ubisoft,T
653,Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,82.0,73.0,8.1,487.0,343 Industries,M
9670,NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,79.0,24.0,6.6,5.0,Kush Games,E10+
5719,Drakengard 3,PS3,2013.0,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,61.0,33.0,7.7,237.0,Access Games,M
5638,Disney's Extreme Skate Adventure,PS2,2003.0,Sports,Activision,0.16,0.12,0.0,0.04,78.0,15.0,8.3,12.0,Toys for Bob,E
1528,Transformers,PS2,2004.0,Shooter,Atari,0.63,0.49,0.0,0.16,75.0,51.0,8.6,27.0,Melbourne House,T
8008,NARC,XB,2005.0,Shooter,Midway Games,0.14,0.04,0.0,0.01,51.0,27.0,2.8,6.0,Point of View,M
8688,Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.14,0.0,0.0,0.01,44.0,31.0,7.2,37.0,"Pipeworks Software, Inc.",E10+
479,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,94.0,37.0,8.5,466.0,Capcom,M
8538,Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.01,51.0,17.0,7,130.0,Airtight Games,M
6421,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,75.0,22.0,6.8,52.0,Visual Concepts,E10+
103,Just Dance,Wii,2009.0,Misc,Ubisoft,3.48,2.99,0.0,0.73,49.0,21.0,8,110.0,Ubisoft Paris,E10+
1157,Sonic Heroes,GC,2003.0,Platform,Sega,1.05,0.44,0.06,0.04,72.0,49.0,7.8,125.0,Sonic Team,E
14038,Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,73.0,18.0,7.5,57.0,Radical Entertainment,M
8870,X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,50.0,31.0,6.3,8.0,Hypnos,T
647,Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.97,0.0,0.58,73.0,14.0,7.9,39.0,EA Canada,E10+
3613,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,75.0,55.0,7.8,77.0,Kaos Studios,T
1583,Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.41,0.09,0.19,76.0,26.0,6.3,278.0,Volition Inc.,M
8147,Splatterhouse,X360,2010.0,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,62.0,51.0,7.6,60.0,"Namco Bandai Games America, Namco Bandai Games",M
1457,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.03,1.03,0.04,71.0,34.0,8.6,78.0,Capcom,T
12253,"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T
9360,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,72.0,35.0,8.8,14.0,Falcom,T
3944,WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,THQ,0.44,0.03,0.0,0.04,81.0,50.0,7.8,46.0,Yuke's,T
702,Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,68.0,24.0,8.2,27.0,"HAL Labs, Creatures Inc.",E
7627,Front Mission Evolved,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,58.0,52.0,6.1,24.0,Double Helix Games,T
606,Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,73.0,37.0,8,89.0,Genius Sonority Inc.,E
3546,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.32,0.0,0.21,0.03,78.0,33.0,8.1,122.0,Neverland,E10+
15535,Battle Princess of Arcadias,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,69.0,22.0,7.9,25.0,ApolloSoft,T
9024,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,79.0,36.0,7.9,26.0,Kuju Entertainment,E
10192,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,67.0,17.0,8.9,23.0,Micro Cabin,T
7172,Ride,PS4,2015.0,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,66.0,30.0,7,47.0,Milestone S.r.l,E
2144,NHL 2001,PS2,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,85.0,22.0,8.1,9.0,EA Sports,E
1880,Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,83.0,37.0,6.6,363.0,Slightly Mad Studios,E
6044,Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,79.0,14.0,8.1,31.0,Koei,T
4609,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,84.0,12.0,7.3,7.0,SCEA San Diego Studios,E
2286,Sonic Mega Collection Plus,XB,2004.0,Misc,Sega,0.61,0.26,0.0,0.04,75.0,20.0,7.9,12.0,Sonic Team,E
714,God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,80.0,89.0,7.5,914.0,SCE Santa Monica,M
1510,Skylanders Giants,X360,2012.0,Action,Activision,0.75,0.44,0.0,0.11,80.0,35.0,6.6,38.0,Toys for Bob,E10+
13632,LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,43.0,4.0,8.3,4.0,Hellbent Games,E
3404,Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.0,0.1,88.0,24.0,8.2,1102.0,Ubisoft Montreal,M
1954,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.43,0.46,0.09,0.09,72.0,42.0,8.1,61.0,Arika,E
12608,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,63.0,15.0,7,10.0,Quicksilver Software,E
9934,Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,72.0,8.0,7,5.0,RFX Interactive,T
3902,Ratatouille,PS3,2007.0,Action,THQ,0.09,0.32,0.0,0.1,55.0,8.0,4.8,4.0,Heavy Iron Studios,E
9609,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,61.0,40.0,8.2,19.0,Omega Force,T
6442,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,51.0,48.0,6.2,49.0,EA Tiburon,T
744,BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,88.0,93.0,8.2,573.0,2K Marin,M
16421,FlatOut: Ultimate Carnage,PC,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,79.0,16.0,7.7,127.0,Bugbear,T
14401,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,31.0,7.0,5.4,11.0,"Gameinvest, Seed Studios, Lda",E
3463,Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,85.0,46.0,8.4,28.0,Ubisoft,M
9440,The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,80.0,18.0,7.6,16.0,Blue Castle Games,E10+
3533,Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,63.0,61.0,7,53.0,Treyarch,T
3728,Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,58.0,29.0,8.6,10.0,Edge of Reality,E10+
1206,Guitar Hero 5,Wii,2009.0,Misc,Activision,0.92,0.48,0.0,0.15,89.0,25.0,6.9,49.0,Vicarious Visions,T
1801,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,79.0,60.0,8.2,201.0,CyberConnect2,T
12011,Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,0.05,0.02,0.0,0.0,59.0,11.0,6,5.0,Warthog,E
4202,Godzilla: Save the Earth,PS2,2004.0,Fighting,Atari,0.23,0.18,0.0,0.06,62.0,19.0,8.7,21.0,"Pipeworks Software, Inc.",T
8658,Wildstar,PC,2014.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,82.0,52.0,7.4,965.0,Carbine Studios,T
3753,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,78.0,26.0,8.1,52.0,Neverland,E
2753,The Godfather II,PS3,2009.0,Action,Electronic Arts,0.41,0.21,0.01,0.1,67.0,53.0,7.2,50.0,EA Redwood Shores,M
2525,Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,86.0,43.0,8,45.0,Harmonix Music Systems,T
14529,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,70.0,10.0,6.7,28.0,Bohemia Interactive,T
12072,Mugen Souls Z,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,57.0,26.0,6.4,56.0,Compile Heart,T
13620,IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,86.0,9.0,8.8,115.0,1C: Maddox Games,T
6769,Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,79.0,26.0,7,1327.0,"Io Interactive, Nixxes Software",M
8637,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.03,38.0,8.0,2.9,52.0,System 3,E10+
11052,Lock's Quest,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.01,80.0,32.0,8.7,27.0,5TH Cell,E
7363,50 Cent: Blood on the Sand,X360,2009.0,Shooter,THQ,0.12,0.07,0.0,0.02,71.0,54.0,6.4,64.0,Swordfish Studios,M
7877,Resident Evil: Revelations,WiiU,2013.0,Action,Capcom,0.07,0.07,0.03,0.01,80.0,19.0,7.5,146.0,Capcom,M
10455,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,81.0,49.0,8.3,62.0,SCE Japan Studio,E
15321,Fuel,PC,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,67.0,16.0,6.7,86.0,Asobo Studio,E
4580,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,88.0,32.0,8.5,14.0,Kush Games,E
1332,Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,1.03,0.32,0.0,0.09,88.0,30.0,8.2,20.0,EA Sports,E
8546,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,67.0,29.0,6.3,15.0,Konami,E
1183,Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.31,0.09,0.0,0.16,80.0,19.0,6.4,138.0,EA Sports,E
11195,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,66.0,25.0,8.2,20.0,Hydravision,M
13624,Red Ninja: End of Honor,PS2,2005.0,Action,Vivendi Games,0.02,0.02,0.0,0.01,47.0,17.0,5,7.0,Opus,M
8749,American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,44.0,6.0,5.9,9.0,Creat Studios,T
6133,Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,0.14,0.11,0.0,0.04,56.0,14.0,7.6,21.0,Warthog,E
14709,Superdimension Neptune vs Sega Hard Girls,PSV,2016.0,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,73.0,16.0,8.4,12.0,Compile Heart,T
9125,World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,78.0,21.0,8.3,7.0,SCEE London Studio,E
7874,Metro: Last Light,PC,2013.0,Action,Deep Silver,0.06,0.11,0.0,0.02,82.0,71.0,8.6,2654.0,4A Games,M
4762,Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,71.0,16.0,8.2,9.0,Avalanche Software,E
8256,MDK2 Armageddon,PS2,2001.0,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,80.0,19.0,8.3,11.0,BioWare,T
3694,Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,75.0,39.0,8.6,22.0,Square Enix,T
185,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,84.0,70.0,8.1,733.0,Nintendo,E
863,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,0.73,0.92,0.03,0.3,80.0,53.0,6.2,667.0,Ghost Games,E10+
10843,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,66.0,17.0,7.3,10.0,Blitz Games,E
4977,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,72.0,20.0,8.4,16.0,Eighting,T
13101,Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,0.0,0.0,0.0,66.0,7.0,4.1,9.0,Iron Galaxy Studios,T
8899,High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,66.0,14.0,8.1,23.0,SCEA,E10+
7764,DanceMasters,X360,2010.0,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,63.0,30.0,5.9,7.0,GCP1,E10+
16490,Super Dungeon Bros,PS4,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,42.0,9.0,2.3,7.0,React Games,E10+
5418,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,60.0,39.0,6.2,11.0,Cohort Studios,T
1594,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,86.0,32.0,7.6,81.0,Ubisoft Montreal,M
5135,Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.12,0.21,0.0,0.04,73.0,33.0,7.7,21.0,Sumo Digital,E
921,NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,88.0,47.0,6.7,162.0,Visual Concepts,E
2205,Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,92.0,41.0,7.8,72.0,Ubisoft,T
12456,The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,68.0,7.0,6.8,33.0,TT Games,E10+
6492,Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,59.0,14.0,9,17.0,Spike,E
2456,The Incredibles,GC,2004.0,Action,THQ,0.65,0.17,0.0,0.02,63.0,27.0,7.1,7.0,Heavy Iron Studios,T
14960,Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,89.0,27.0,8.6,327.0,Digital Illusions,T
11821,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.06,0.0,0.0,0.01,70.0,14.0,8.2,5.0,Rebellion,T
10198,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,71.0,31.0,8.6,17.0,SNK Playmore,T
15892,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,57.0,17.0,6.7,7.0,Rebellion,M
1665,Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,75.0,16.0,7.6,39.0,Electronic Arts,T
5306,Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,48.0,50.0,5,53.0,GRIN,T
3837,We Cheer,Wii,2008.0,Simulation,505 Games,0.47,0.0,0.0,0.04,56.0,12.0,7.3,13.0,"Machatin, Inc.",E10+
724,Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.98,0.06,0.0,0.19,80.0,32.0,5.6,136.0,EA Sports,E
13306,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,78.0,17.0,7.2,249.0,Black Box,E10+
3142,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,83.0,51.0,7.4,27.0,EA Redwood Shores,T
11369,Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,Ubisoft,0.06,0.02,0.0,0.0,69.0,19.0,6.8,4.0,Ubisoft Romania,T
3527,Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,60.0,27.0,7.2,249.0,Trion Worlds,M
11628,Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,67.0,10.0,7.4,7.0,Barnhouse Effect,E
9282,Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,65.0,18.0,8,5.0,Wow Entertainment,T
12759,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,68.0,25.0,9.1,14.0,From Software,T
2168,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,78.0,39.0,4.1,303.0,Konami,E
2333,Killzone: Liberation,PSP,2006.0,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,77.0,56.0,8.3,80.0,Guerrilla,T
16276,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,66.0,7.0,5.7,16.0,SCEA,E10+
7565,Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,67.0,38.0,7.6,73.0,Studio Saizensen,T
5500,Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,75.0,30.0,8.5,37.0,"Lancarse, Atlus",T
4464,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.35,0.07,0.0,0.02,78.0,22.0,5.2,5.0,Secret Level,T
10021,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,74.0,27.0,5.8,11.0,Infinite Interactive,E10+
8049,Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,74.0,65.0,7.1,174.0,Starbreeze,M
7028,Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,59.0,18.0,5.7,12.0,Omega Force,T
7475,You Don't Know Jack,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,82.0,23.0,7.9,29.0,"Jellyvision, Iron Galaxy Studios",T
14235,WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,67.0,18.0,7.8,19.0,Traveller's Tales,E
6119,LEGO The Lord of the Rings,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,54.0,8.0,5.6,35.0,TT Games,E10+
2955,Plants vs. Zombies: Garden Warfare,XOne,2014.0,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,76.0,65.0,7.4,438.0,PopCap,E10+
3371,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,90.0,62.0,8.3,1180.0,Creative Assembly,T
2400,Fight Night Round 2,PS2,2005.0,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,88.0,37.0,9,37.0,EA Sports,T
12669,Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,30.0,15.0,3.5,36.0,Artoon,M
3029,NFL Street,XB,2004.0,Sports,Electronic Arts,0.49,0.15,0.0,0.02,81.0,38.0,8.8,9.0,EA Tiburon,E
9864,Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,72.0,35.0,7.7,27.0,4J Studios,T
